,word_path,content,font,author,work_id,position
2853,images/semi-cursive/zhao-mengjian/DP146553/39.jpg,卷,semi-cursive,zhao-mengjian,DP146553,"[1186, 1791, 1336, 1990]"
2854,images/semi-cursive/zhao-mengjian/DP146553/40.jpg,塵,semi-cursive,zhao-mengjian,DP146553,"[2422, 617, 2566, 782]"
2864,images/semi-cursive/zhao-mengjian/DP146553/50.jpg,駕,semi-cursive,zhao-mengjian,DP146553,"[2920, 1206, 3049, 1372]"
2873,images/semi-cursive/zhao-mengjian/DP146553/59.jpg,鄭,semi-cursive,zhao-mengjian,DP146553,"[958, 865, 1125, 1025]"
2877,images/semi-cursive/zhao-mengjian/DP146553/63.jpg,但,semi-cursive,zhao-mengjian,DP146553,"[19, 2144, 140, 2284]"
2905,images/semi-cursive/zhao-mengjian/DP146553/91.jpg,虔,semi-cursive,zhao-mengjian,DP146553,"[964, 1017, 1124, 1186]"
2915,images/semi-cursive/zhao-mengjian/DP146553/101.jpg,秀,semi-cursive,zhao-mengjian,DP146553,"[2644, 326, 2833, 516]"
2928,images/semi-cursive/zhao-mengjian/DP146553/114.jpg,妙,semi-cursive,zhao-mengjian,DP146553,"[1676, 2127, 1846, 2285]"
2931,images/semi-cursive/zhao-mengjian/DP146552/2.jpg,飄,semi-cursive,zhao-mengjian,DP146552,"[1143, 597, 1317, 713]"
2942,images/semi-cursive/zhao-mengjian/DP146552/13.jpg,自,semi-cursive,zhao-mengjian,DP146552,"[2750, 1721, 2883, 1815]"
2944,images/semi-cursive/zhao-mengjian/DP146552/15.jpg,子,semi-cursive,zhao-mengjian,DP146552,"[2543, 1816, 2678, 1925]"
2953,images/semi-cursive/zhao-mengjian/DP146552/24.jpg,其,semi-cursive,zhao-mengjian,DP146552,"[2753, 1419, 2910, 1549]"
2955,images/semi-cursive/zhao-mengjian/DP146552/26.jpg,趣,semi-cursive,zhao-mengjian,DP146552,"[918, 840, 1089, 980]"
2958,images/semi-cursive/zhao-mengjian/DP146552/29.jpg,出,semi-cursive,zhao-mengjian,DP146552,"[2945, 1776, 3101, 1890]"
2960,images/semi-cursive/zhao-mengjian/DP146552/31.jpg,而,semi-cursive,zhao-mengjian,DP146552,"[3192, 1113, 3336, 1208]"
2967,images/semi-cursive/zhao-mengjian/DP146552/38.jpg,於,semi-cursive,zhao-mengjian,DP146552,"[3161, 1413, 3317, 1564]"
2968,images/semi-cursive/zhao-mengjian/DP146552/39.jpg,矣,semi-cursive,zhao-mengjian,DP146552,"[2377, 537, 2532, 678]"
2970,images/semi-cursive/zhao-mengjian/DP146552/41.jpg,日,semi-cursive,zhao-mengjian,DP146552,"[1999, 388, 2109, 473]"
2973,images/semi-cursive/zhao-mengjian/DP146552/44.jpg,子,semi-cursive,zhao-mengjian,DP146552,"[2931, 1894, 3087, 2025]"
2974,images/semi-cursive/zhao-mengjian/DP146552/45.jpg,固,semi-cursive,zhao-mengjian,DP146552,"[2536, 1926, 2678, 2052]"
2978,images/semi-cursive/zhao-mengjian/DP146552/49.jpg,而,semi-cursive,zhao-mengjian,DP146552,"[2575, 728, 2737, 830]"
2981,images/semi-cursive/zhao-mengjian/DP146552/52.jpg,也,semi-cursive,zhao-mengjian,DP146552,"[2952, 1616, 3112, 1736]"
2982,images/semi-cursive/zhao-mengjian/DP146552/53.jpg,興,semi-cursive,zhao-mengjian,DP146552,"[25, 561, 179, 705]"
2983,images/semi-cursive/zhao-mengjian/DP146552/54.jpg,愛,semi-cursive,zhao-mengjian,DP146552,"[1161, 919, 1319, 1079]"
2984,images/semi-cursive/zhao-mengjian/DP146552/55.jpg,可,semi-cursive,zhao-mengjian,DP146552,"[2309, 1767, 2495, 1902]"
2986,images/semi-cursive/zhao-mengjian/DP146552/57.jpg,有,semi-cursive,zhao-mengjian,DP146552,"[3189, 967, 3343, 1112]"
2987,images/semi-cursive/zhao-mengjian/DP146552/58.jpg,然,semi-cursive,zhao-mengjian,DP146552,"[2595, 576, 2732, 726]"
2988,images/semi-cursive/zhao-mengjian/DP146552/59.jpg,丁,semi-cursive,zhao-mengjian,DP146552,"[2125, 1531, 2283, 1665]"
2990,images/semi-cursive/zhao-mengjian/DP146552/61.jpg,印,semi-cursive,zhao-mengjian,DP146552,"[3376, 1246, 3540, 1369]"
2995,images/semi-cursive/zhao-mengjian/DP146552/66.jpg,皇,semi-cursive,zhao-mengjian,DP146552,"[3155, 2110, 3299, 2268]"
2996,images/semi-cursive/zhao-mengjian/DP146552/67.jpg,矣,semi-cursive,zhao-mengjian,DP146552,"[2339, 1917, 2488, 2044]"
2997,images/semi-cursive/zhao-mengjian/DP146552/68.jpg,所,semi-cursive,zhao-mengjian,DP146552,"[3185, 818, 3332, 951]"
2999,images/semi-cursive/zhao-mengjian/DP146552/70.jpg,于,semi-cursive,zhao-mengjian,DP146552,"[1938, 1016, 2095, 1158]"
3001,images/semi-cursive/zhao-mengjian/DP146552/72.jpg,君,semi-cursive,zhao-mengjian,DP146552,"[2993, 555, 3140, 692]"
3002,images/semi-cursive/zhao-mengjian/DP146552/73.jpg,彷,semi-cursive,zhao-mengjian,DP146552,"[2365, 836, 2509, 967]"
3004,images/semi-cursive/zhao-mengjian/DP146552/75.jpg,敢,semi-cursive,zhao-mengjian,DP146552,"[3610, 577, 3775, 718]"
3005,images/semi-cursive/zhao-mengjian/DP146552/76.jpg,於,semi-cursive,zhao-mengjian,DP146552,"[3189, 677, 3344, 808]"
3009,images/semi-cursive/zhao-mengjian/DP146552/80.jpg,固,semi-cursive,zhao-mengjian,DP146552,"[2963, 1271, 3123, 1439]"
3011,images/semi-cursive/zhao-mengjian/DP146552/82.jpg,恨,semi-cursive,zhao-mengjian,DP146552,"[1164, 2102, 1331, 2245]"
3012,images/semi-cursive/zhao-mengjian/DP146552/83.jpg,斯,semi-cursive,zhao-mengjian,DP146552,"[2326, 1607, 2500, 1766]"
3013,images/semi-cursive/zhao-mengjian/DP146552/84.jpg,來,semi-cursive,zhao-mengjian,DP146552,"[3407, 573, 3571, 735]"
3015,images/semi-cursive/zhao-mengjian/DP146552/86.jpg,無,semi-cursive,zhao-mengjian,DP146552,"[3131, 1732, 3311, 1891]"
3016,images/semi-cursive/zhao-mengjian/DP146552/87.jpg,者,semi-cursive,zhao-mengjian,DP146552,"[2946, 1455, 3119, 1610]"
3019,images/semi-cursive/zhao-mengjian/DP146552/90.jpg,皇,semi-cursive,zhao-mengjian,DP146552,"[2342, 2062, 2482, 2233]"
3021,images/semi-cursive/zhao-mengjian/DP146552/92.jpg,貴,semi-cursive,zhao-mengjian,DP146552,"[3167, 1224, 3331, 1399]"
3022,images/semi-cursive/zhao-mengjian/DP146552/93.jpg,詠,semi-cursive,zhao-mengjian,DP146552,"[1923, 1351, 2095, 1491]"
3023,images/semi-cursive/zhao-mengjian/DP146552/94.jpg,未,semi-cursive,zhao-mengjian,DP146552,"[3626, 403, 3773, 557]"
3024,images/semi-cursive/zhao-mengjian/DP146552/95.jpg,聞,semi-cursive,zhao-mengjian,DP146552,"[3377, 1573, 3523, 1712]"
3025,images/semi-cursive/zhao-mengjian/DP146552/96.jpg,真,semi-cursive,zhao-mengjian,DP146552,"[2802, 587, 2947, 759]"
3027,images/semi-cursive/zhao-mengjian/DP146552/98.jpg,淳,semi-cursive,zhao-mengjian,DP146552,"[2148, 1342, 2305, 1510]"
3028,images/semi-cursive/zhao-mengjian/DP146552/99.jpg,甫,semi-cursive,zhao-mengjian,DP146552,"[2173, 380, 2339, 526]"
3029,images/semi-cursive/zhao-mengjian/DP146552/100.jpg,者,semi-cursive,zhao-mengjian,DP146552,"[3578, 1684, 3724, 1821]"
3030,images/semi-cursive/zhao-mengjian/DP146552/101.jpg,耶,semi-cursive,zhao-mengjian,DP146552,"[3131, 1920, 3308, 2064]"
3035,images/semi-cursive/zhao-mengjian/DP146552/106.jpg,作,semi-cursive,zhao-mengjian,DP146552,"[2725, 1836, 2886, 1944]"
3036,images/semi-cursive/zhao-mengjian/DP146552/107.jpg,所,semi-cursive,zhao-mengjian,DP146552,"[3370, 1386, 3533, 1542]"
3038,images/semi-cursive/zhao-mengjian/DP146552/109.jpg,甫,semi-cursive,zhao-mengjian,DP146552,"[2990, 394, 3159, 544]"
3041,images/semi-cursive/zhao-mengjian/DP146552/112.jpg,所,semi-cursive,zhao-mengjian,DP146552,"[2731, 1570, 2890, 1695]"
3043,images/semi-cursive/zhao-mengjian/DP146552/114.jpg,作,semi-cursive,zhao-mengjian,DP146552,"[2385, 384, 2532, 531]"
3044,images/semi-cursive/zhao-mengjian/DP146552/115.jpg,步,semi-cursive,zhao-mengjian,DP146552,"[2984, 802, 3126, 967]"
3045,images/semi-cursive/zhao-mengjian/DP146552/116.jpg,及,semi-cursive,zhao-mengjian,DP146552,"[2766, 1254, 2922, 1386]"
3046,images/semi-cursive/zhao-mengjian/DP146552/117.jpg,晦,semi-cursive,zhao-mengjian,DP146552,"[2107, 2116, 2278, 2252]"
3047,images/semi-cursive/zhao-mengjian/DP146552/118.jpg,吁,semi-cursive,zhao-mengjian,DP146552,"[2547, 1666, 2693, 1809]"
3048,images/semi-cursive/zhao-mengjian/DP146552/119.jpg,果,semi-cursive,zhao-mengjian,DP146552,"[3391, 1067, 3550, 1214]"
3050,images/semi-cursive/zhao-mengjian/DP146552/121.jpg,彿,semi-cursive,zhao-mengjian,DP146552,"[2353, 944, 2510, 1123]"
3051,images/semi-cursive/zhao-mengjian/DP146552/122.jpg,所,semi-cursive,zhao-mengjian,DP146552,"[3142, 1578, 3312, 1711]"
3052,images/semi-cursive/zhao-mengjian/DP146552/123.jpg,勉,semi-cursive,zhao-mengjian,DP146552,"[2155, 867, 2322, 1038]"
3053,images/semi-cursive/zhao-mengjian/DP146552/124.jpg,卯,semi-cursive,zhao-mengjian,DP146552,"[2137, 1685, 2296, 1842]"
3055,images/semi-cursive/zhao-mengjian/DP146552/126.jpg,慨,semi-cursive,zhao-mengjian,DP146552,"[2552, 1225, 2724, 1374]"
3056,images/semi-cursive/zhao-mengjian/DP146552/127.jpg,書,semi-cursive,zhao-mengjian,DP146552,"[3573, 1500, 3728, 1654]"
3057,images/semi-cursive/zhao-mengjian/DP146552/128.jpg,春,semi-cursive,zhao-mengjian,DP146552,"[1944, 1192, 2109, 1330]"
3059,images/semi-cursive/zhao-mengjian/DP146552/130.jpg,者,semi-cursive,zhao-mengjian,DP146552,"[2337, 1420, 2495, 1564]"
3060,images/semi-cursive/zhao-mengjian/DP146552/131.jpg,情,semi-cursive,zhao-mengjian,DP146552,"[3349, 2041, 3510, 2207]"
3061,images/semi-cursive/zhao-mengjian/DP146552/132.jpg,咸,semi-cursive,zhao-mengjian,DP146552,"[2148, 1184, 2310, 1336]"
3062,images/semi-cursive/zhao-mengjian/DP146552/133.jpg,攜,semi-cursive,zhao-mengjian,DP146552,"[3569, 1865, 3722, 2038]"
3063,images/semi-cursive/zhao-mengjian/DP146552/134.jpg,跡,semi-cursive,zhao-mengjian,DP146552,"[2780, 785, 2946, 965]"
3064,images/semi-cursive/zhao-mengjian/DP146552/135.jpg,堂,semi-cursive,zhao-mengjian,DP146552,"[1913, 1516, 2076, 1677]"
3066,images/semi-cursive/zhao-mengjian/DP146552/137.jpg,書,semi-cursive,zhao-mengjian,DP146552,"[1944, 830, 2117, 1001]"
3067,images/semi-cursive/zhao-mengjian/DP146552/138.jpg,感,semi-cursive,zhao-mengjian,DP146552,"[2564, 1052, 2734, 1204]"
3068,images/semi-cursive/zhao-mengjian/DP146552/139.jpg,觀,semi-cursive,zhao-mengjian,DP146552,"[2563, 854, 2740, 1030]"
3070,images/semi-cursive/zhao-mengjian/DP146552/141.jpg,鬻,semi-cursive,zhao-mengjian,DP146552,"[3582, 1289, 3757, 1475]"
3071,images/semi-cursive/zhao-mengjian/DP146552/142.jpg,躍,semi-cursive,zhao-mengjian,DP146552,"[2590, 405, 2754, 556]"
3072,images/semi-cursive/zhao-mengjian/DP146552/143.jpg,畫,semi-cursive,zhao-mengjian,DP146552,"[2802, 392, 2965, 561]"
3073,images/semi-cursive/zhao-mengjian/DP146552/144.jpg,驟,semi-cursive,zhao-mengjian,DP146552,"[2978, 988, 3146, 1157]"
3074,images/semi-cursive/zhao-mengjian/DP146552/145.jpg,數,semi-cursive,zhao-mengjian,DP146552,"[3569, 2055, 3741, 2236]"
3076,images/semi-cursive/zhao-mengjian/DP146552/147.jpg,紙,semi-cursive,zhao-mengjian,DP146552,"[3417, 410, 3583, 571]"
3079,images/semi-cursive/zhao-mengjian/DP146549/2.jpg,意,semi-cursive,zhao-mengjian,DP146549,"[725, 1771, 925, 1941]"
3080,images/semi-cursive/zhao-mengjian/DP146549/3.jpg,以,semi-cursive,zhao-mengjian,DP146549,"[1733, 922, 1933, 1029]"
3084,images/semi-cursive/zhao-mengjian/DP146549/7.jpg,之,semi-cursive,zhao-mengjian,DP146549,"[1707, 1949, 1863, 2117]"
3085,images/semi-cursive/zhao-mengjian/DP146549/8.jpg,之,semi-cursive,zhao-mengjian,DP146549,"[477, 618, 644, 786]"
3086,images/semi-cursive/zhao-mengjian/DP146549/9.jpg,一,semi-cursive,zhao-mengjian,DP146549,"[408, 1404, 640, 1576]"
3087,images/semi-cursive/zhao-mengjian/DP146549/10.jpg,兄,semi-cursive,zhao-mengjian,DP146549,"[2646, 1824, 2835, 1961]"
3089,images/semi-cursive/zhao-mengjian/DP146549/12.jpg,小,semi-cursive,zhao-mengjian,DP146549,"[2330, 1461, 2521, 1580]"
3090,images/semi-cursive/zhao-mengjian/DP146549/13.jpg,平,semi-cursive,zhao-mengjian,DP146549,"[768, 1138, 994, 1368]"
3091,images/semi-cursive/zhao-mengjian/DP146549/14.jpg,坐,semi-cursive,zhao-mengjian,DP146549,"[2007, 1449, 2194, 1599]"
3092,images/semi-cursive/zhao-mengjian/DP146549/15.jpg,造,semi-cursive,zhao-mengjian,DP146549,"[1093, 1143, 1330, 1379]"
3094,images/semi-cursive/zhao-mengjian/DP146549/17.jpg,已,semi-cursive,zhao-mengjian,DP146549,"[793, 818, 999, 989]"
3096,images/semi-cursive/zhao-mengjian/DP146549/19.jpg,不,semi-cursive,zhao-mengjian,DP146549,"[807, 618, 1000, 805]"
3097,images/semi-cursive/zhao-mengjian/DP146549/20.jpg,也,semi-cursive,zhao-mengjian,DP146549,"[765, 964, 1012, 1162]"
3101,images/semi-cursive/zhao-mengjian/DP146549/24.jpg,留,semi-cursive,zhao-mengjian,DP146549,"[742, 1586, 931, 1776]"
3102,images/semi-cursive/zhao-mengjian/DP146549/25.jpg,去,semi-cursive,zhao-mengjian,DP146549,"[1771, 367, 1937, 540]"
3103,images/semi-cursive/zhao-mengjian/DP146549/26.jpg,臥,semi-cursive,zhao-mengjian,DP146549,"[2006, 1608, 2198, 1767]"
3105,images/semi-cursive/zhao-mengjian/DP146549/28.jpg,好,semi-cursive,zhao-mengjian,DP146549,"[109, 595, 290, 766]"
3106,images/semi-cursive/zhao-mengjian/DP146549/29.jpg,手,semi-cursive,zhao-mengjian,DP146549,"[1757, 549, 1928, 715]"
3107,images/semi-cursive/zhao-mengjian/DP146549/30.jpg,及,semi-cursive,zhao-mengjian,DP146549,"[2335, 1761, 2511, 1896]"
3108,images/semi-cursive/zhao-mengjian/DP146549/31.jpg,好,semi-cursive,zhao-mengjian,DP146549,"[1435, 1040, 1640, 1219]"
3109,images/semi-cursive/zhao-mengjian/DP146549/32.jpg,它,semi-cursive,zhao-mengjian,DP146549,"[432, 973, 629, 1152]"
3110,images/semi-cursive/zhao-mengjian/DP146549/33.jpg,生,semi-cursive,zhao-mengjian,DP146549,"[739, 1384, 936, 1566]"
3111,images/semi-cursive/zhao-mengjian/DP146549/34.jpg,得,semi-cursive,zhao-mengjian,DP146549,"[2337, 805, 2539, 1005]"
3112,images/semi-cursive/zhao-mengjian/DP146549/35.jpg,必,semi-cursive,zhao-mengjian,DP146549,"[87, 1395, 288, 1545]"
3113,images/semi-cursive/zhao-mengjian/DP146549/36.jpg,毫,semi-cursive,zhao-mengjian,DP146549,"[374, 1599, 634, 1875]"
3114,images/semi-cursive/zhao-mengjian/DP146549/37.jpg,之,semi-cursive,zhao-mengjian,DP146549,"[91, 993, 315, 1188]"
3115,images/semi-cursive/zhao-mengjian/DP146549/38.jpg,年,semi-cursive,zhao-mengjian,DP146549,"[2641, 745, 2868, 968]"
3116,images/semi-cursive/zhao-mengjian/DP146549/39.jpg,學,semi-cursive,zhao-mengjian,DP146549,"[1416, 1226, 1635, 1444]"
3117,images/semi-cursive/zhao-mengjian/DP146549/40.jpg,見,semi-cursive,zhao-mengjian,DP146549,"[2343, 391, 2545, 593]"
3118,images/semi-cursive/zhao-mengjian/DP146549/41.jpg,墨,semi-cursive,zhao-mengjian,DP146549,"[447, 350, 686, 591]"
3119,images/semi-cursive/zhao-mengjian/DP146549/42.jpg,世,semi-cursive,zhao-mengjian,DP146549,"[361, 1898, 631, 2138]"
3120,images/semi-cursive/zhao-mengjian/DP146549/43.jpg,志,semi-cursive,zhao-mengjian,DP146549,"[95, 781, 314, 995]"
3121,images/semi-cursive/zhao-mengjian/DP146549/44.jpg,游,semi-cursive,zhao-mengjian,DP146549,"[2636, 1983, 2840, 2182]"
3122,images/semi-cursive/zhao-mengjian/DP146549/45.jpg,無,semi-cursive,zhao-mengjian,DP146549,"[402, 1169, 643, 1404]"
3124,images/semi-cursive/zhao-mengjian/DP146549/47.jpg,軸,semi-cursive,zhao-mengjian,DP146549,"[2316, 1597, 2497, 1744]"
3125,images/semi-cursive/zhao-mengjian/DP146549/48.jpg,書,semi-cursive,zhao-mengjian,DP146549,"[1380, 1691, 1601, 1914]"
3126,images/semi-cursive/zhao-mengjian/DP146549/49.jpg,得,semi-cursive,zhao-mengjian,DP146549,"[1717, 1261, 1912, 1453]"
3127,images/semi-cursive/zhao-mengjian/DP146549/50.jpg,禪,semi-cursive,zhao-mengjian,DP146549,"[2298, 1225, 2528, 1456]"
3128,images/semi-cursive/zhao-mengjian/DP146549/51.jpg,事,semi-cursive,zhao-mengjian,DP146549,"[1104, 660, 1346, 905]"
3129,images/semi-cursive/zhao-mengjian/DP146549/52.jpg,不,semi-cursive,zhao-mengjian,DP146549,"[1115, 936, 1319, 1126]"
3130,images/semi-cursive/zhao-mengjian/DP146549/53.jpg,盡,semi-cursive,zhao-mengjian,DP146549,"[1699, 1020, 1920, 1241]"
3131,images/semi-cursive/zhao-mengjian/DP146549/54.jpg,卷,semi-cursive,zhao-mengjian,DP146549,"[2025, 803, 2236, 1012]"
3132,images/semi-cursive/zhao-mengjian/DP146549/55.jpg,未,semi-cursive,zhao-mengjian,DP146549,"[1992, 1758, 2184, 1927]"
3133,images/semi-cursive/zhao-mengjian/DP146549/56.jpg,則,semi-cursive,zhao-mengjian,DP146549,"[792, 340, 1057, 607]"
3135,images/semi-cursive/zhao-mengjian/DP146549/58.jpg,齋,semi-cursive,zhao-mengjian,DP146549,"[2628, 1563, 2867, 1805]"
3136,images/semi-cursive/zhao-mengjian/DP146549/59.jpg,處,semi-cursive,zhao-mengjian,DP146549,"[1048, 1924, 1271, 2141]"
3137,images/semi-cursive/zhao-mengjian/DP146549/60.jpg,橫,semi-cursive,zhao-mengjian,DP146549,"[2037, 610, 2225, 788]"
3138,images/semi-cursive/zhao-mengjian/DP146549/61.jpg,逃,semi-cursive,zhao-mengjian,DP146549,"[2315, 1003, 2550, 1231]"
3139,images/semi-cursive/zhao-mengjian/DP146549/62.jpg,俗,semi-cursive,zhao-mengjian,DP146549,"[109, 322, 364, 572]"
3140,images/semi-cursive/zhao-mengjian/DP146549/63.jpg,專,semi-cursive,zhao-mengjian,DP146549,"[62, 1173, 284, 1385]"
3141,images/semi-cursive/zhao-mengjian/DP146549/64.jpg,躭,semi-cursive,zhao-mengjian,DP146549,"[1410, 1462, 1632, 1682]"
3142,images/semi-cursive/zhao-mengjian/DP146549/65.jpg,外,semi-cursive,zhao-mengjian,DP146549,"[458, 784, 658, 958]"
3143,images/semi-cursive/zhao-mengjian/DP146549/66.jpg,其,semi-cursive,zhao-mengjian,DP146549,"[1058, 1380, 1313, 1631]"
3144,images/semi-cursive/zhao-mengjian/DP146549/67.jpg,必,semi-cursive,zhao-mengjian,DP146549,"[67, 1871, 273, 2071]"
3145,images/semi-cursive/zhao-mengjian/DP146549/68.jpg,每,semi-cursive,zhao-mengjian,DP146549,"[1394, 1928, 1599, 2120]"
3146,images/semi-cursive/zhao-mengjian/DP146549/69.jpg,嘗,semi-cursive,zhao-mengjian,DP146549,"[1977, 1931, 2179, 2128]"
3147,images/semi-cursive/zhao-mengjian/DP146549/70.jpg,菴,semi-cursive,zhao-mengjian,DP146549,"[2040, 396, 2247, 597]"
3148,images/semi-cursive/zhao-mengjian/DP146549/71.jpg,翰,semi-cursive,zhao-mengjian,DP146549,"[712, 1925, 924, 2135]"
3149,images/semi-cursive/zhao-mengjian/DP146549/72.jpg,彝,semi-cursive,zhao-mengjian,DP146549,"[2603, 1270, 2875, 1543]"
3150,images/semi-cursive/zhao-mengjian/DP146549/73.jpg,是,semi-cursive,zhao-mengjian,DP146549,"[1745, 726, 1947, 917]"
3151,images/semi-cursive/zhao-mengjian/DP146549/74.jpg,侍,semi-cursive,zhao-mengjian,DP146549,"[2649, 973, 2863, 1185]"
3152,images/semi-cursive/zhao-mengjian/DP146549/75.jpg,捲,semi-cursive,zhao-mengjian,DP146549,"[2011, 1021, 2214, 1217]"
3153,images/semi-cursive/zhao-mengjian/DP146549/76.jpg,揚,semi-cursive,zhao-mengjian,DP146549,"[1684, 1467, 1899, 1685]"
3154,images/semi-cursive/zhao-mengjian/DP146549/77.jpg,閒,semi-cursive,zhao-mengjian,DP146549,"[2314, 1931, 2528, 2143]"
3155,images/semi-cursive/zhao-mengjian/DP146549/78.jpg,精,semi-cursive,zhao-mengjian,DP146549,"[1022, 1670, 1286, 1932]"
3156,images/semi-cursive/zhao-mengjian/DP146549/79.jpg,湯,semi-cursive,zhao-mengjian,DP146549,"[1693, 1709, 1886, 1913]"
3157,images/semi-cursive/zhao-mengjian/DP146549/80.jpg,舒,semi-cursive,zhao-mengjian,DP146549,"[1986, 1232, 2194, 1434]"
3158,images/semi-cursive/zhao-mengjian/DP146549/81.jpg,其,semi-cursive,zhao-mengjian,DP146549,"[2337, 598, 2540, 795]"
3159,images/semi-cursive/zhao-mengjian/DP146538/0.jpg,子,semi-cursive,zhao-mengjian,DP146538,"[1107, 415, 1188, 494]"
3163,images/semi-cursive/zhao-mengjian/DP146538/4.jpg,吾,semi-cursive,zhao-mengjian,DP146538,"[362, 1015, 449, 1107]"
3164,images/semi-cursive/zhao-mengjian/DP146538/5.jpg,旨,semi-cursive,zhao-mengjian,DP146538,"[940, 836, 1033, 920]"
3166,images/semi-cursive/zhao-mengjian/DP146538/7.jpg,未,semi-cursive,zhao-mengjian,DP146538,"[1658, 775, 1753, 862]"
3167,images/semi-cursive/zhao-mengjian/DP146538/8.jpg,更,semi-cursive,zhao-mengjian,DP146538,"[214, 1049, 309, 1132]"
3168,images/semi-cursive/zhao-mengjian/DP146538/9.jpg,臣,semi-cursive,zhao-mengjian,DP146538,"[1237, 626, 1345, 732]"
3169,images/semi-cursive/zhao-mengjian/DP146538/10.jpg,多,semi-cursive,zhao-mengjian,DP146538,"[504, 517, 606, 625]"
3170,images/semi-cursive/zhao-mengjian/DP146538/11.jpg,能,semi-cursive,zhao-mengjian,DP146538,"[1794, 680, 1898, 779]"
3172,images/semi-cursive/zhao-mengjian/DP146538/13.jpg,守,semi-cursive,zhao-mengjian,DP146538,"[1804, 775, 1901, 868]"
3173,images/semi-cursive/zhao-mengjian/DP146538/14.jpg,名,semi-cursive,zhao-mengjian,DP146538,"[788, 765, 893, 867]"
3175,images/semi-cursive/zhao-mengjian/DP146538/16.jpg,惡,semi-cursive,zhao-mengjian,DP146538,"[1391, 166, 1494, 272]"
3176,images/semi-cursive/zhao-mengjian/DP146538/17.jpg,有,semi-cursive,zhao-mengjian,DP146538,"[1085, 733, 1197, 848]"
3177,images/semi-cursive/zhao-mengjian/DP146538/18.jpg,西,semi-cursive,zhao-mengjian,DP146538,"[1523, 288, 1622, 381]"
3178,images/semi-cursive/zhao-mengjian/DP146538/19.jpg,西,semi-cursive,zhao-mengjian,DP146538,"[1100, 324, 1202, 421]"
3179,images/semi-cursive/zhao-mengjian/DP146538/20.jpg,以,semi-cursive,zhao-mengjian,DP146538,"[52, 70, 152, 148]"
3180,images/semi-cursive/zhao-mengjian/DP146538/21.jpg,力,semi-cursive,zhao-mengjian,DP146538,"[941, 526, 1042, 627]"
3181,images/semi-cursive/zhao-mengjian/DP146538/22.jpg,多,semi-cursive,zhao-mengjian,DP146538,"[1231, 806, 1330, 909]"
3182,images/semi-cursive/zhao-mengjian/DP146538/23.jpg,豈,semi-cursive,zhao-mengjian,DP146538,"[1096, 967, 1200, 1084]"
3183,images/semi-cursive/zhao-mengjian/DP146538/24.jpg,正,semi-cursive,zhao-mengjian,DP146538,"[520, 307, 615, 392]"
3184,images/semi-cursive/zhao-mengjian/DP146538/25.jpg,少,semi-cursive,zhao-mengjian,DP146538,"[1235, 907, 1332, 990]"
3185,images/semi-cursive/zhao-mengjian/DP146538/26.jpg,恨,semi-cursive,zhao-mengjian,DP146538,"[1251, 266, 1347, 361]"
3186,images/semi-cursive/zhao-mengjian/DP146538/27.jpg,法,semi-cursive,zhao-mengjian,DP146538,"[1243, 720, 1331, 805]"
3187,images/semi-cursive/zhao-mengjian/DP146538/28.jpg,得,semi-cursive,zhao-mengjian,DP146538,"[199, 738, 318, 852]"
3189,images/semi-cursive/zhao-mengjian/DP146538/30.jpg,江,semi-cursive,zhao-mengjian,DP146538,"[1519, 196, 1629, 305]"
3190,images/semi-cursive/zhao-mengjian/DP146538/31.jpg,吾,semi-cursive,zhao-mengjian,DP146538,"[44, 154, 160, 268]"
3191,images/semi-cursive/zhao-mengjian/DP146538/32.jpg,墨,semi-cursive,zhao-mengjian,DP146538,"[637, 708, 754, 823]"
3192,images/semi-cursive/zhao-mengjian/DP146538/33.jpg,季,semi-cursive,zhao-mengjian,DP146538,"[1510, 768, 1634, 902]"
3193,images/semi-cursive/zhao-mengjian/DP146538/34.jpg,有,semi-cursive,zhao-mengjian,DP146538,"[1794, 278, 1903, 390]"
3195,images/semi-cursive/zhao-mengjian/DP146538/36.jpg,拙,semi-cursive,zhao-mengjian,DP146538,"[1379, 260, 1483, 353]"
3196,images/semi-cursive/zhao-mengjian/DP146538/37.jpg,踢,semi-cursive,zhao-mengjian,DP146538,"[937, 919, 1033, 1012]"
3197,images/semi-cursive/zhao-mengjian/DP146538/38.jpg,中,semi-cursive,zhao-mengjian,DP146538,"[1103, 618, 1203, 719]"
3198,images/semi-cursive/zhao-mengjian/DP146538/39.jpg,家,semi-cursive,zhao-mengjian,DP146538,"[209, 376, 313, 480]"
3199,images/semi-cursive/zhao-mengjian/DP146538/40.jpg,可,semi-cursive,zhao-mengjian,DP146538,"[1650, 345, 1762, 451]"
3200,images/semi-cursive/zhao-mengjian/DP146538/41.jpg,三,semi-cursive,zhao-mengjian,DP146538,"[792, 447, 902, 547]"
3201,images/semi-cursive/zhao-mengjian/DP146538/42.jpg,所,semi-cursive,zhao-mengjian,DP146538,"[1248, 175, 1354, 272]"
3202,images/semi-cursive/zhao-mengjian/DP146538/43.jpg,疊,semi-cursive,zhao-mengjian,DP146538,"[645, 563, 765, 692]"
3203,images/semi-cursive/zhao-mengjian/DP146538/44.jpg,人,semi-cursive,zhao-mengjian,DP146538,"[1803, 589, 1914, 685]"
3205,images/semi-cursive/zhao-mengjian/DP146538/46.jpg,矣,semi-cursive,zhao-mengjian,DP146538,"[1244, 70, 1360, 184]"
